Comments,Happy,Sad,Angry,Disgust,Support,Insightful,Care,Love,Fear,Surprise,Curiosity,Nostalgic,Humor
Amen,,,,,,,,,,,,,
claim this message from the universe thanky so much ❤,0,0,0,0,0,0,0,1,0,0,0,0,0
I Affirm and Claim This In Jesus Christ Almighty Precious Name AMEN ❣️☁️🙏😇✝️🙏😇☁️☁️👼💖🕯️,0,0,0,0,0,0,0,1,0,0,0,0,0
Joe didn't even make eye contact with Daryl.,,,,,,,,,,,,,
Bro fr hit ‘em with the “whatever bra” 💀,,,,,,,,,,,,,
Bro was ignoring Daryl's existence like my dad did mine💀,,,,,,,,,,,,,
"That ""Whatever bro"" was personal 💀",,,,,,,,,,,,,
As a fellow Daryl I can confirm we steal much of the time from others,,,,,,,,,,,,,
Daryl sounds like he will sneak in you when you're asleep,,,,,,,,,,,,,
Not the whole comment section calling him Daryl💀💀💀,,,,,,,,,,,,,
the best friend she asked you not to worry about!,0,0,0,0,1,0,1,0,0,1,0,0,0
this is too fucking relatable 😭,0,1,0,0,0,0,0,0,0,1,0,0,0
“excellent joke DARYL”,0,0,0,0,0,0,0,0,0,0,0,0,1
Daryl defo her first of everything 😂,0,0,0,0,0,0,0,0,0,0,0,0,1
The start of every wholesome and inseparable friendship...,0,0,0,0,0,0,0,0,0,0,0,0,1
plugging in something like that as a dj from a stranger might burn the place down lol.,0,0,0,0,0,1,0,0,0,0,0,0,1
His IT dept needs to teach him about tech safety 😂😂,0,0,0,0,0,1,0,0,0,0,0,0,1
My anxiety is just believing it's gonna be a USB killer.,0,0,1,0,0,0,0,0,0,0,0,0,1
"Plugging in a random USB is like the computer equivalent of eating a pill that some guy handed you, very rad",0,0,0,0,0,1,0,0,0,0,0,0,0
"""Lets see what's on it."" Famous last words.",0,0,0,0,1,0,0,0,0,0,0,0,0
Oh lord that could have fried your whole setup man!! Be cautious to USBS. But this one was a good one 😂😂,0,0,0,0,1,0,0,0,0,1,0,0,1
Putting a strangers USB into your computer is like picking up and drinking a random drink on a dirty bar table,0,0,0,0,0,1,0,0,0,0,0,0,1
I love seeing glimpses of humanity through bizarre interactions like this.,1,0,0,0,1,0,0,0,0,0,0,0,0
i prefer the bad guy kkkk,,,,,,,,,,,,,
The football player????? I'm in love rn,,,,,,,,,,,,,
I'm bad boy 😂,,,,,,,,,,,,,
The freaking damn nerd❤,0,0,0,0,0,0,0,1,0,0,0,0,0
I’ll take the bad boy 😅🥵❤️❤,0,0,0,0,0,0,0,1,0,0,0,0,0
“What’s your personality?” “Normal”,,,,,,,,,,,,,
"Damn, ok Tim. He is the most slept on elevator boy.",,,,,,,,,,,,,
The way they leaned in at the end—💀,,,,,,,,,,,,,
THR NERD AND THE NORMAL❤❤❤Bene and tim are so cute/Fineee❤❤🥰😍😘😚😙😗🥺🤭🤭😊😊❤❤💗💗💋👉👈😁😁😁😁,1,0,0,0,1,0,0,1,0,0,0,0,0
"""When the NPC flirt with each other 🤖""",0,0,0,0,0,0,0,0,0,0,0,0,1
Actually all of them are handsome,1,0,0,0,1,0,0,0,0,0,0,0,0
Can you give me Bad Boy????😄,0,0,0,0,0,0,0,0,0,0,1,0,1
He is literally the only person who is able to make the squid game trend look good again. 🤠,1,0,0,0,1,0,0,0,0,0,0,1,1
"“I don’t even do laundry at home ”
Famous last words",0,0,0,0,0,0,0,0,0,0,0,0,1
I swear to myself I want the full episode 💀,0,0,0,0,1,0,0,0,0,0,1,0,0
"“Listen to your mother!!”
That kill me 😂😂😂😂",0,0,0,0,0,0,0,0,0,0,0,0,1
Netflix should make this a show like I swear to god this is too good 😩,0,0,0,0,0,1,0,0,0,0,0,0,0
As a person who has a Arab mom I can admit that would be terrifying,0,1,0,0,0,0,0,0,0,0,0,0,0
I love this video it's so perfect for any Asian household 😆,1,0,0,0,1,0,0,0,0,0,0,0,1
"As an Arab, this is traditional and necessary for people to go through",0,0,0,0,0,1,0,0,0,0,0,0,0
"As an Arab, I can confirm thats very true 😂",,,,,,,,,,,,,
"On a mom's hand, the sandal is the most deadly weapon",,,,,,,,,,,,,
"Ah yes i love the game ""LISTEN TO YOUR MOTHER""",,,,,,,,,,,,,
Alternative title: Asian Squid game,,,,,,,,,,,,,
If squid game was in saudi arabia 💀💀💀,,,,,,,,,,,,,
The dude buried in sandals 🤣🤣🤣,,,,,,,,,,,,,
The end made him look into therapy😭,,,,,,,,,,,,,
"Nah bro that’s shattered my heart 💔, give this guy another chance!!",,,,,,,,,,,,,
WHY IS THIS TRANSLATED TO MY 1ST LANGUAGE!? 😭,,,,,,,,,,,,,
“You look terrible!” Bro let his intrusive thoughts win 😂😂😂,,,,,,,,,,,,,
"Son: Dad, how did you and mom meet?
Dad: It’s complicated, son.",,,,,,,,,,,,,
Dude didn’t dodge a bullet he dodged a missile,,,,,,,,,,,,,
Respect to the camera man for walking behind both of them as they met up,,,,,,,,,,,,,
Now all Mr beast shorts are playing in my native language?😂,,,,,,,,,,,,,
You better give this guy another date,,,,,,,,,,,,,
Give that man another date he deserves it,,,,,,,,,,,,,
Never seen someone change facial expression that quickly,,,,,,,,,,,,,
Better luck next time 😂,,,,,,,,,,,,,
"Damn,the ending was just emotional damage",,,,,,,,,,,,,
Damn that was a hell of a plot twist,,,,,,,,,,,,,
The receptionist is something else ✨,,,,,,,,,,,,,
That receptionist is beautiful 👀,,,,,,,,,,,,,
That receptionist was really nice there should be more people like her in this world I really like her attitude,,,,,,,,,,,,,
Receptionist straight out of a movie!!!,,,,,,,,,,,,,
The receptionist is so courteous and gorgeous. She’s a keeper man,,,,,,,,,,,,,
she is  a sweetheart,,,,,,,,,,,,,
"That receptionist lady, so gorgeous❤",0,0,0,0,0,0,0,1,0,0,0,0,0
"“Why are you so nice? 🥺”
So I can make money on YouTube 😂 🤣",,,,,,,,,,,,,
Bro baited them like he was buying a car and giving them commission to give them a gift card 😂😂😂,,,,,,,,,,,,,
Oh wow. Mercedes receptionists are on ANOTHER level,,,,,,,,,,,,,
That man dont want a gift card he wants a sale. 😅,,,,,,,,,,,,,
Beautiful woman she is and that sales mans smile could light up a stadium! Beautiful kind people!❤❤❤ We need more of those types of souls in the world today.,0,0,0,0,0,0,0,1,0,0,0,0,0
She’s so beautiful,,,,,,,,,,,,,
Lol totally thought you were going to buy someone a car. Good job spreading joy and kindness!,,,,,,,,,,,,,
The broke version of pay it forward 😂,,,,,,,,,,,,,
Shes not just beautifull shes wonderfull💖🥰,0,0,0,0,0,0,0,1,0,0,0,0,0
Here's a 1 dollar gift card 😂,,,,,,,,,,,,,
bro really rethinking life decisions after he saw that price tag😂😂,,,,,,,,,,,,,
Bro's gonna start doing this at the dollar tree after this 💀,,,,,,,,,,,,,
The employee at the end is having a shower thought 💀,,,,,,,,,,,,,
bro keeps disconnecting and reconnecting💀💀💀💀☠️,,,,,,,,,,,,,
"""Mr Beast? Are you kidding?""😂😂",,,,,,,,,,,,,
Bro never got to finish saying mr beast 💀,,,,,,,,,,,,,
"In the end, bro wasn't acting. He was traumatized 💀",,,,,,,,,,,,,
Bro had to check the price tag twice!! 💀💀😭,,,,,,,,,,,,,
"""MORE ??"" 😂😂😂👏🏽 HILARIOUS 🤣",,,,,,,,,,,,,
He picked the wrong place in the store to say “10 more seconds” 💀💀,,,,,,,,,,,,,
The second check on the price 😂😂,,,,,,,,,,,,,
“Go get the guy” 😂😂😂,,,,,,,,,,,,,
Bro didn't know whether to be excited or fear for his life 💀💀,,,,,,,,,,,,,
"Bro was even kind enough to ask ""you good?"" 😂",,,,,,,,,,,,,
"Mom used to say ""go get the guy"" when i was little at the nintendo case at Wal-Mart",,,,,,,,,,,,,
This is just so wholesome 😢,,,,,,,,,,,,,
I love it when bro creeps up on him and said 1 dollah or anything in this store,,,,,,,,,,,,,
"First half : wow❤
2nd half : i forgot to breathe 😂😢",0,0,0,0,0,0,0,1,0,0,0,0,0
Red bull - gives you wings😂 true,,,,,,,,,,,,,
Give an oscar to Cameraman 👏,,,,,,,,,,,,,
This is the best for those who is surfer & skydiver at the same time.......,,,,,,,,,,,,,
Just loved❤ that smooth transition between the two scenes!,0,0,0,0,0,0,0,1,0,0,0,0,0
What if that parachute didn't work at flying??😂😂,,,,,,,,,,,,,
Bro is living the dream life which I want,,,,,,,,,,,,,
"Those who are going to comment ""respect for the cameraman"", then listen brother, there is no cameraman, the shot is taken from another drone",,,,,,,,,,,,,
Red bull gives you wings💀,,,,,,,,,,,,,
I’m 100% sure that you are the best with transition videos..,,,,,,,,,,,,,
"She looks like Nanno from ""Girl from nowhere"" and I love both the personalities ❤",0,0,0,0,0,0,0,1,0,0,0,0,0
"She’s the best trendsetter!!❤

Edit : mom I’m famous !!🤩",0,0,0,0,0,0,0,1,0,0,0,0,0
Congratulations on the pregnancy 🥰 you’re so beautiful,,,,,,,,,,,,,
How is she always so incredible?!! She’s just so majestic,,,,,,,,,,,,,
Slaying every outfit,,,,,,,,,,,,,
"So damn gorgeous with such amazing and graceful expressions😭✨✨

You're like a Goddesss!!!❤❤❤",,,,,,,,,,,,,
"Among all of them, I'm the most attracted to his eyes. So beautiful.",,,,,,,,,,,,,
That Versace look is so hot!!!!🔥🔥🔥 Btw they both are hot!!!,,,,,,,,,,,,,
"Just love how the two made the edits seem seamless,very neat👏👏
But that Versace look though 💥.. Can't stop drooling over him😍",,,,,,,,,,,,,
His appearance changes and it feels like he's a different person after each change 😂,,,,,,,,,,,,,
NO BUT EVEN THE DRESS LOOKED SO DAMN GOOD 😩😩😩😩😩,,,,,,,,,,,,,
Holy Hell😍 My heart stopped with the Versace look!  What a cutie WHO IS THIS?,,,,,,,,,,,,,
"Oh my God what a stylish man, the beginning kkkk",,,,,,,,,,,,,
did you noticed guys one things he has jk's same eyebrow piercings and lip piercings ☺️☺️,,,,,,,,,,,,,
Yes. You made me look 😻,,,,,,,,,,,,,
"One is training for looking good, other one is preparing for real war.",,,,,,,,,,,,,
Marine was on his way to 585...  He didn't even struggle on that last rep.,,,,,,,,,,,,,
That reverse grip the marine is doing makes a world of difference,,,,,,,,,,,,,
Everyone is ignoring how the body builder isn’t wearing a belt but the marine is.,,,,,,,,,,,,,
"Just wait for someone to said""Can i clean here is no problem""😂😂",,,,,,,,,,,,,
The marine lifts so effortlessly,,,,,,,,,,,,,
"Muscle can grow, but without pure strength, its nothing. 🤙🏻",,,,,,,,,,,,,
The marine is so focused on the lift and not even feeling any pain I love that,,,,,,,,,,,,,
The marine is obviously a body builder also. Most of us dont look like that though. He just happens to also be a marine 🤣👌,,,,,,,,,,,,,
I’m glad the Marine is on our side. 🇺🇸,,,,,,,,,,,,,
"That marine is like a machine, he lifts with focus, that’s a man with discipline",,,,,,,,,,,,,
Marine's technique was DIALED!!! Dudes lift was on rails,,,,,,,,,,,,,
You guys are forgetting the body builder is like 6’8 with that frame. He’s lifting less weight but has like 3x the range of motion as the marine for one rep.,,,,,,,,,,,,,
Just the expression of the Marine 🔥🔥🔥,,,,,,,,,,,,,
"My man is lifting weights with both hands one direction, but that Marine 😅😅",,,,,,,,,,,,,
The marines ain't no jokes pple 😂,,,,,,,,,,,,,
"The reverse grip gives the marine a big leg up, doing just a regular hold makes that guy even more impressive.",,,,,,,,,,,,,
The marine made every lift look effortless while the body builder finna tear something lol,,,,,,,,,,,,,
Honestly both are insanely impressive shorter build pulling 500+ is crazy and other dude is definitely pushing 6’3 pulling 480+ good work boys hoorah,,,,,,,,,,,,,
Marine prepared for war and rather die then fail! Different mindset! 💯,,,,,,,,,,,,,
If you ever feel useless remember the guy on the bottom left corner exists,0,0,0,0,0,0,0,0,0,0,0,0,1
Marine had activated KILL MODE salute to you soldier,1,0,0,0,1,0,0,0,0,0,0,0,0
"training to perform well, others preparing for a real fight.",0,0,0,0,0,1,0,0,0,0,0,0,0
Marines are a different breed they are the toughest in my opinion.,0,0,0,0,1,1,0,0,0,0,0,0,0
You could tell the marine was winning off the jump,0,0,0,0,0,1,0,0,0,0,0,0,0
Dude lifted a quarter ton like it was nothing,0,0,0,0,1,0,0,0,0,1,0,0,0
This proves again that strength isn't by the size of one's muscle.,,,,,,,,,,,,,
Marines are built for war not for show.,,,,,,,,,,,,,
Marine guy's technique is on point,,,,,,,,,,,,,
Never ever underestimate the power of marine commando 🗿,,,,,,,,,,,,,
"Bride: Why are you wearing white at my wedding?
Girl: Sorry, I thought it would be sunny today...",,,,,,,,,,,,,
There were t shirts that did this in the early 90’s. They were by a company called “global hypercolour” or something like that. They were all the rage at one point. 🗿🗿,,,,,,,,,,,,,
"Man...I was so poor as a kid, in 1992 I FINALLY got a hypercolor shirt and a silk long-sleeved button down from the Goodwill. This was GOLD find, and BOTH in same day!! I swear there were honey drip stains that never came off the silk shirt, and the hypercolor shirt has been washed so many times I barely changed color and looked more tye--dyed.
I was still this excited that day still about that shirt 😂",,,,,,,,,,,,,
Perfect dress for an undercover spy,,,,,,,,,,,,,
"Love the excitement, it's similar to ""it has pockets!"" :))",,,,,,,,,,,,,
Wouldn’t it be great if clothes could change colour based on your mood 😄,,,,,,,,,,,,,
Surprised they haven’t made a gender reveal with these😂,,,,,,,,,,,,,
"Her dress doesn't like public occasions, so it blushes.",,,,,,,,,,,,,
men be normal challenge (spoiler: they lose),,,,,,,,,,,,,
I ❤ the “it’s PINK now!” 🥰,0,0,0,0,0,0,0,1,0,0,0,0,0
"Would be a crime, if this isn't called an Aurora dress.",,,,,,,,,,,,,
"I remembered a video where girl plays golf and guy says ""nice tts! I mean shot"" 😂",,,,,,,,,,,,,
"“OMG Girl I love that dress what color is it?”
“Depends.”",,,,,,,,,,,,,
1990's hyper color they did it first! I loved there shirts those were the good days!,1,0,0,0,1,0,0,0,0,1,0,1,0
"Gentlemen, a pleasure to see you all again. 🗿",1,0,0,0,0,0,0,0,0,0,0,0,0
This would be a hot concept for an indoor wedding and outdoor reception dress if the bride likes pink.,0,0,0,0,1,0,0,0,0,0,0,0,0
Didnt even realize the dress changed colors bc your smile is so brilliant and radiant!!! ❤❤❤,1,0,0,0,1,0,0,1,0,1,0,0,0
It's like sleeping beauty's fairies found you and decided your dress must be pink.,0,0,0,0,1,0,0,0,0,0,0,0,1
I love this woman 😭😭😭 her excitement makes me feel happy and I love science,1,0,0,0,1,0,0,1,0,0,0,0,0
Reminds me of the diaper babies and Barbie's swimsuit when you dipped it in water. They made great toys back in the day.,,,,,,,,,,,,,
"""The suspect is wearing a white dress""",,,,,,,,,,,,,
She sure is excited...,,,,,,,,,,,,,
"Officer, we just got robbed by a woman in a white dress. ….",,,,,,,,,,,,,
"I still have my hypercolor, and it still works! Is anyone remember the tan through bathing suits? It had microscopic holes that the sun could shine through to tan your body so that when you took your suit off you didn't have any tan lines?",,,,,,,,,,,,,
That infectious SMILE in the 1st few seconds...SUBBED..😍,,,,,,,,,,,,,
Where did you get it?! & It fits so nice too! Omg I want one,0,0,0,0,1,0,0,0,0,0,1,0,0
Bank heists in 2024 gon be crazy,0,0,0,0,0,0,0,0,0,0,0,0,1
"- So, what was the colour of the dress that she was wearing?
-Uhnmmm",0,0,0,0,0,0,0,0,0,0,1,0,0
"OMGEEEEEWWWWOWWWWEEEEE
THAT'S INCREDIBLE!!!! I LOVE THAT COLOR!!!!!!",0,0,0,0,0,0,0,0,0,1,0,0,0
Her nose and hair are amazing. Dress is also really awesome.,1,0,0,0,1,0,0,0,0,0,0,0,0
